TIME_PERIOD,OBS_VALUE,Tau
08SEP2020,-0.043794105,27
08SEP2020,-0.033670987,28
08SEP2020,-0.024243023,29
08SEP2020,-0.015441686,30
09SEP2020,-0.641193229,1
09SEP2020,-0.688383145,2
09SEP2020,-0.710750889,3
09SEP2020,-0.706228012,4
09SEP2020,-0.680220809,5
09SEP2020,-0.639729523,6
09SEP2020,-0.590986072,7
09SEP2020,-0.538747759,8
09SEP2020,-0.486303959,9
09SEP2020,-0.435738336,10
09SEP2020,-0.388239095,11
09SEP2020,-0.344374176,12
09SEP2020,-0.304306909,13
09SEP2020,-0.267953049,14
09SEP2020,-0.23508916,15
09SEP2020,-0.205424081,16
09SEP2020,-0.178643919,17
09SEP2020,-0.154438853,18
09SEP2020,-0.132517906,19
09SEP2020,-0.112616037,20
09SEP2020,-0.094496518,21
09SEP2020,-0.077950583,22
09SEP2020,-0.062795594,23
09SEP2020,-0.048872538,24
09SEP2020,-0.036043304,25
09SEP2020,-0.024188021,26
09SEP2020,-0.013202598,27
09SEP2020,-0.002996508,28
09SEP2020,0.0065091389,29
09SEP2020,0.0153832696,30
10SEP2020,-0.638078781,1
10SEP2020,-0.673419092,2
10SEP2020,-0.68942269,3
10SEP2020,-0.68164816,4
10SEP2020,-0.654088321,5
10SEP2020,-0.612925674,6
10SEP2020,-0.56393489,7
10SEP2020,-0.511628435,8
10SEP2020,-0.459172339,9
10SEP2020,-0.408593939,10
10SEP2020,-0.361060366,11
10SEP2020,-0.31713575,12
10SEP2020,-0.2769871,13
10SEP2020,-0.24053627,14
10SEP2020,-0.207565945,15
10SEP2020,-0.177790115,16
10SEP2020,-0.150898805,17
10SEP2020,-0.126584955,18
10SEP2020,-0.104559387,19
10SEP2020,-0.084558118,20
10SEP2020,-0.066344947,21
10SEP2020,-0.049711258,22
10SEP2020,-0.034474326,23
10SEP2020,-0.020474898,24
10SEP2020,-0.007574537,25
10SEP2020,0.0043469887,26
10SEP2020,0.0153941495,27
10SEP2020,0.025657837,28
10SEP2020,0.0352172908,29
10SEP2020,0.0441417633,30
11SEP2020,-0.639420174,1
11SEP2020,-0.686727106,2
11SEP2020,-0.711063371,3
11SEP2020,-0.708536297,4
11SEP2020,-0.683828633,5
11SEP2020,-0.643773996,6
11SEP2020,-0.594690093,7
11SEP2020,-0.541510426,8
11SEP2020,-0.487711021,9
11SEP2020,-0.435537998,10
11SEP2020,-0.386306883,11
11SEP2020,-0.340678254,12
11SEP2020,-0.298878559,13
11SEP2020,-0.260863556,14
11SEP2020,-0.226432748,15
11SEP2020,-0.195305904,16
11SEP2020,-0.167171995,17
11SEP2020,-0.141718926,18
11SEP2020,-0.11865039,19
11SEP2020,-0.097694385,20
11SEP2020,-0.078606553,21
11SEP2020,-0.061170416,22
11SEP2020,-0.045195921,23
11SEP2020,-0.030517123,24
11SEP2020,-0.016989565,25
11SEP2020,-0.004487641,26
11SEP2020,0.0070978833,27
11SEP2020,0.017862113,28
11SEP2020,0.0278880064,29
11SEP2020,0.0372480975,30
14SEP2020,-0.642857228,1
14SEP2020,-0.699314712,2
14SEP2020,-0.725377324,3
14SEP2020,-0.722978841,4
14SEP2020,-0.698889592,5
14SEP2020,-0.660414821,6
14SEP2020,-0.613733936,7
14SEP2020,-0.563479654,8
14SEP2020,-0.512842825,9
14SEP2020,-0.463855052,10
14SEP2020,-0.41769174,11
14SEP2020,-0.374933684,12
14SEP2020,-0.335770603,13
14SEP2020,-0.300149566,14
14SEP2020,-0.267878114,15
14SEP2020,-0.23869297,16
14SEP2020,-0.212303923,17
14SEP2020,-0.188420498,18
14SEP2020,-0.166767093,19
14SEP2020,-0.147090654,20
14SEP2020,-0.129163673,21
14SEP2020,-0.11278441,22
14SEP2020,-0.097775562,23
14SEP2020,-0.083982156,24
14SEP2020,-0.07126915,25
14SEP2020,-0.059519017,26
14SEP2020,-0.048629465,27
14SEP2020,-0.038511369,28
14SEP2020,-0.029086939,29
14SEP2020,-0.020288127,30
15SEP2020,-0.635135393,1
15SEP2020,-0.689308164,2
15SEP2020,-0.71449719,3
15SEP2020,-0.711938858,4
15SEP2020,-0.687977224,5
15SEP2020,-0.649682265,6
15SEP2020,-0.603120615,7
15SEP2020,-0.552884474,8
15SEP2020,-0.502162878,9
15SEP2020,-0.453003528,10
15SEP2020,-0.406603895,11
15SEP2020,-0.363566537,12
15SEP2020,-0.324099815,13
15SEP2020,-0.288165422,14
15SEP2020,-0.255581625,15
15SEP2020,-0.226092524,16
15SEP2020,-0.199412617,17
15SEP2020,-0.175254129,18
15SEP2020,-0.153342714,19
15SEP2020,-0.133425577,20
15SEP2020,-0.115274818,21
15SEP2020,-0.098687909,22
15SEP2020,-0.083486535,23
15SEP2020,-0.069514613,24
15SEP2020,-0.056635969,25
15SEP2020,-0.044731978,26
15SEP2020,-0.033699307,27
15SEP2020,-0.023447868,28
15SEP2020,-0.013898988,29
15SEP2020,-0.004983817,30
16SEP2020,-0.637611763,1
16SEP2020,-0.692568777,2
16SEP2020,-0.719042012,3
16SEP2020,-0.717812805,4
16SEP2020,-0.695024107,5
16SEP2020,-0.657679351,6
16SEP2020,-0.611844873,7
16SEP2020,-0.562141098,8
16SEP2020,-0.511794021,9
16SEP2020,-0.462887429,10
16SEP2020,-0.416649985,11
16SEP2020,-0.373709423,12
16SEP2020,-0.334293531,13
16SEP2020,-0.298378513,14
16SEP2020,-0.265793193,15
16SEP2020,-0.236289188,16
16SEP2020,-0.209586239,17
16SEP2020,-0.185400156,18
16SEP2020,-0.163458991,19
16SEP2020,-0.143511513,20
16SEP2020,-0.12533081,21
16SEP2020,-0.108714948,22
16SEP2020,-0.093485943,23
16SEP2020,-0.07948787,24
16SEP2020,-0.066584608,25
16SEP2020,-0.054657509,26
16SEP2020,-0.043603184,27
16SEP2020,-0.033331461,28
16SEP2020,-0.023763579,29
16SEP2020,-0.014830594,30
17SEP2020,-0.642321812,1
17SEP2020,-0.695008927,2
17SEP2020,-0.720762682,3
17SEP2020,-0.719913189,4
17SEP2020,-0.698189816,5
17SEP2020,-0.662278366,6
17SEP2020,-0.618025353,7
17SEP2020,-0.569911318,8
17SEP2020,-0.521080862,9
17SEP2020,-0.473576126,10
17SEP2020,-0.42860949,11
17SEP2020,-0.386807581,12
17SEP2020,-0.348405428,13
17SEP2020,-0.313390473,14
17SEP2020,-0.281604151,15
17SEP2020,-0.252810562,16
17SEP2020,-0.226741028,17
17SEP2020,-0.203121707,18
17SEP2020,-0.18168968,19
17SEP2020,-0.16220148,20
17SEP2020,-0.144436818,21
17SEP2020,-0.128199377,22
17SEP2020,-0.113315937,23
17SEP2020,-0.09963461,24
17SEP2020,-0.087022703,25
17SEP2020,-0.075364491,26
17SEP2020,-0.064559083,27
17SEP2020,-0.054518453,28
17SEP2020,-0.045165692,29
17SEP2020,-0.036433459,30
18SEP2020,-0.640468566,1
18SEP2020,-0.697591278,2
18SEP2020,-0.725252443,3
18SEP2020,-0.724790547,4
18SEP2020,-0.702603316,5
18SEP2020,-0.665800071,6
18SEP2020,-0.620483633,7
18SEP2020,-0.571281365,8
18SEP2020,-0.521415695,9
18SEP2020,-0.472964792,10
18SEP2020,-0.427152877,11
18SEP2020,-0.384605282,12
18SEP2020,-0.345549273,13
18SEP2020,-0.309961953,14
18SEP2020,-0.277673973,15
18SEP2020,-0.248439292,16
18SEP2020,-0.221980208,17
18SEP2020,-0.198015098,18
18SEP2020,-0.176274466,19
18SEP2020,-0.156509351,20
18SEP2020,-0.138494894,21
18SEP2020,-0.122030991,22
18SEP2020,-0.106941277,23
18SEP2020,-0.093071246,24
18SEP2020,-0.080286016,25
18SEP2020,-0.068468024,26
18SEP2020,-0.057514823,27
18SEP2020,-0.047337066,28
18SEP2020,-0.037856712,29
18SEP2020,-0.029005446,30
21SEP2020,-0.648299525,1
21SEP2020,-0.715635477,2
21SEP2020,-0.747421789,3
21SEP2020,-0.748628095,4
21SEP2020,-0.727276107,5
21SEP2020,-0.691133323,6
21SEP2020,-0.64652093,7
21SEP2020,-0.598101649,8
21SEP2020,-0.549069619,9
21SEP2020,-0.501462356,10
21SEP2020,-0.456470077,11
21SEP2020,-0.414695448,12
21SEP2020,-0.376353467,13
21SEP2020,-0.341416749,14
21SEP2020,-0.309716591,15
21SEP2020,-0.281010606,16
21SEP2020,-0.255026255,17
21SEP2020,-0.231487599,18
21SEP2020,-0.210130764,19
21SEP2020,-0.190712021,20
21SEP2020,-0.173011215,21
21SEP2020,-0.156832373,22
21SEP2020,-0.142002712,23
21SEP2020,-0.128370804,24
21SEP2020,-0.115804398,25
21SEP2020,-0.104188184,26
21SEP2020,-0.09342164,27
21SEP2020,-0.083417072,28
21SEP2020,-0.074097859,29
21SEP2020,-0.065396914,30
22SEP2020,-0.647503365,1
22SEP2020,-0.707026342,2
22SEP2020,-0.736077471,3
22SEP2020,-0.736409974,4
22SEP2020,-0.714621289,5
22SEP2020,-0.677931582,6
22SEP2020,-0.632517779,7
22SEP2020,-0.583064284,8
22SEP2020,-0.532840073,9
22SEP2020,-0.483961313,10
22SEP2020,-0.437682429,11
22SEP2020,-0.394651853,12
22SEP2020,-0.355113752,13
22SEP2020,-0.319056964,14
22SEP2020,-0.286319765,15
22SEP2020,-0.256660601,16
22SEP2020,-0.229803957,17
22SEP2020,-0.20546878,18
22SEP2020,-0.183385064,19
22SEP2020,-0.16330265,20
22SEP2020,-0.14499509,21
22SEP2020,-0.128260503,22
22SEP2020,-0.112920691,23
22SEP2020,-0.098819357,24
22SEP2020,-0.085819913,25
22SEP2020,-0.073803211,26
22SEP2020,-0.062665353,27
22SEP2020,-0.052315675,28
22SEP2020,-0.042674946,29
22SEP2020,-0.033673787,30
23SEP2020,-0.646955593,1
23SEP2020,-0.70637366,2
23SEP2020,-0.734860551,3
23SEP2020,-0.734564737,4
23SEP2020,-0.712242197,5
23SEP2020,-0.675157674,6
23SEP2020,-0.629482532,7
23SEP2020,-0.579877341,8
23SEP2020,-0.529583892,9
23SEP2020,-0.48069405,10
23SEP2020,-0.434442781,11
23SEP2020,-0.39146394,12
23SEP2020,-0.351991288,13
23SEP2020,-0.316006526,14
23SEP2020,-0.283343224,15
23SEP2020,-0.253756862,16
23SEP2020,-0.226970161,17
23SEP2020,-0.202701117,18
23SEP2020,-0.180679298,19
23SEP2020,-0.160654455,20
23SEP2020,-0.142400249,21
23SEP2020,-0.125715021,22
23SEP2020,-0.110420853,23
23SEP2020,-0.096361745,24
23SEP2020,-0.083401408,25
23SEP2020,-0.071420977,26
23SEP2020,-0.060316817,27
23SEP2020,-0.049998505,28
23SEP2020,-0.04038703,29
23SEP2020,-0.031413207,30
24SEP2020,-0.656258238,1
24SEP2020,-0.711518204,2
24SEP2020,-0.737991754,3
24SEP2020,-0.737088631,4
24SEP2020,-0.7150155,5
24SEP2020,-0.67865712,6
24SEP2020,-0.633936663,7
24SEP2020,-0.585361252,8
24SEP2020,-0.536083645,9
24SEP2020,-0.488148481,10
24SEP2020,-0.442769455,11
24SEP2020,-0.400574476,12
24SEP2020,-0.361799832,13
24SEP2020,-0.326433972,14
24SEP2020,-0.294318899,15
24SEP2020,-0.26521878,16
24SEP2020,-0.238864536,17
24SEP2020,-0.21498153,18
24SEP2020,-0.193305766,19
24SEP2020,-0.173592516,20
24SEP2020,-0.155620133,21
24SEP2020,-0.13919092,22
24SEP2020,-0.124130299,23
24SEP2020,-0.110285085,24
24SEP2020,-0.09752137,25
24SEP2020,-0.085722309,26
24SEP2020,-0.074785986,27
24SEP2020,-0.064623448,28
24SEP2020,-0.055156949,29
24SEP2020,-0.046318398,30
25SEP2020,-0.654560496,1
25SEP2020,-0.706759944,2
25SEP2020,-0.733065287,3
25SEP2020,-0.733538874,4
25SEP2020,-0.713538845,5
25SEP2020,-0.679449297,6
25SEP2020,-0.636921123,7
25SEP2020,-0.590331286,8
25SEP2020,-0.542785974,9
25SEP2020,-0.496329068,10
25SEP2020,-0.452196044,11
25SEP2020,-0.4110455,12
25SEP2020,-0.373145823,13
25SEP2020,-0.338515227,14
25SEP2020,-0.307021585,15
25SEP2020,-0.278450684,16
25SEP2020,-0.252551062,17
25SEP2020,-0.22906221,18
25SEP2020,-0.207731351,19
25SEP2020,-0.188322618,20
25SEP2020,-0.170621357,21
25SEP2020,-0.154435392,22
25SEP2020,-0.139594531,23
25SEP2020,-0.125949089,24
25SEP2020,-0.113367975,25
25SEP2020,-0.10173663,26
25SEP2020,-0.090955011,27
25SEP2020,-0.08093572,28
25SEP2020,-0.071602304,29
25SEP2020,-0.06288777,30
28SEP2020,-0.645286036,1
28SEP2020,-0.696150786,2
28SEP2020,-0.72525735,3
28SEP2020,-0.729399661,4
28SEP2020,-0.712608129,5
28SEP2020,-0.680864866,6
28SEP2020,-0.639823853,7
28SEP2020,-0.594013805,8
28SEP2020,-0.546722888,9
28SEP2020,-0.500158449,10
28SEP2020,-0.455685701,11
28SEP2020,-0.414058904,12
28SEP2020,-0.375613295,13
28SEP2020,-0.340411674,14
28SEP2020,-0.308350252,15
28SEP2020,-0.279231785,16
28SEP2020,-0.252814103,17
28SEP2020,-0.22884098,18
28SEP2020,-0.207060773,19
28SEP2020,-0.187236865,20
28SEP2020,-0.169152798,21
28SEP2020,-0.152614077,22
28SEP2020,-0.137447997,23
28SEP2020,-0.123502379,24
28SEP2020,-0.110643754,25
28SEP2020,-0.098755365,26
28SEP2020,-0.087735171,27
28SEP2020,-0.077493974,28
28SEP2020,-0.067953717,29
28SEP2020,-0.059045975,30
29SEP2020,-0.64008805,1
29SEP2020,-0.690446027,2
29SEP2020,-0.725977081,3
29SEP2020,-0.734978999,4
29SEP2020,-0.720015423,5
29SEP2020,-0.687848328,6
29SEP2020,-0.64527099,7
29SEP2020,-0.597696148,8
29SEP2020,-0.548937126,9
29SEP2020,-0.501435974,10
29SEP2020,-0.456603495,11
29SEP2020,-0.415136038,12
29SEP2020,-0.377266537,13
29SEP2020,-0.342946688,14
29SEP2020,-0.311971436,15
29SEP2020,-0.284059875,16
29SEP2020,-0.258905314,17
29SEP2020,-0.236204517,18
29SEP2020,-0.215673409,19
29SEP2020,-0.197054362,20
29SEP2020,-0.180118426,21
29SEP2020,-0.164664727,22
29SEP2020,-0.150518392,23
29SEP2020,-0.137527852,24
29SEP2020,-0.125561988,25
29SEP2020,-0.114507395,26
29SEP2020,-0.104265888,27
29SEP2020,-0.094752294,28
29SEP2020,-0.085892539,29
29SEP2020,-0.077622014,30
30SEP2020,-0.644057978,1
30SEP2020,-0.692124617,2
30SEP2020,-0.724353566,3
30SEP2020,-0.7306567,4
30SEP2020,-0.713958978,5
30SEP2020,-0.680917819,6
30SEP2020,-0.638097576,7
30SEP2020,-0.590690659,8
30SEP2020,-0.542339134,9
30SEP2020,-0.495365869,10
30SEP2020,-0.451104999,11
30SEP2020,-0.410207012,12
30SEP2020,-0.372879688,13
30SEP2020,-0.339062723,14
30SEP2020,-0.308546955,15
30SEP2020,-0.281051831,16
30SEP2020,-0.256273313,17
30SEP2020,-0.233911819,18
30SEP2020,-0.2136872,19
30SEP2020,-0.195345626,20
30SEP2020,-0.178661633,21
30SEP2020,-0.163437446,22
30SEP2020,-0.149500906,23
30SEP2020,-0.136702789,24
30SEP2020,-0.124914,25
30SEP2020,-0.114022875,26
30SEP2020,-0.103932726,27
30SEP2020,-0.094559671,28
30SEP2020,-0.085830754,29
30SEP2020,-0.077682336,30
01OCT2020,-0.644379308,1
01OCT2020,-0.688715755,2
01OCT2020,-0.718261464,3
01OCT2020,-0.722870944,4
01OCT2020,-0.705192188,5
01OCT2020,-0.671613295,6
01OCT2020,-0.62850003,7
01OCT2020,-0.580917959,8
01OCT2020,-0.532436789,9
01OCT2020,-0.485342958,10
01OCT2020,-0.440955551,11
01OCT2020,-0.399921482,12
01OCT2020,-0.362450334,13
01OCT2020,-0.328485514,14
01OCT2020,-0.297821715,15
01OCT2020,-0.270181604,16
01OCT2020,-0.245263499,17
01OCT2020,-0.222769341,18
01OCT2020,-0.202419819,19
01OCT2020,-0.183961418,20
01OCT2020,-0.167168624,21
01OCT2020,-0.151843374,22
01OCT2020,-0.137813078,23
01OCT2020,-0.124928007,24
01OCT2020,-0.113058537,25
01OCT2020,-0.102092476,26
01OCT2020,-0.091932633,27
01OCT2020,-0.082494657,28
01OCT2020,-0.07370516,29
01OCT2020,-0.065500112,30
02OCT2020,-0.656145599,1
02OCT2020,-0.706774675,2
02OCT2020,-0.739457854,3
02OCT2020,-0.745517939,4
02OCT2020,-0.728363357,5
02OCT2020,-0.694788686,6
02OCT2020,-0.651386092,7
02OCT2020,-0.603352959,8
02OCT2020,-0.554338773,9
02OCT2020,-0.506679459,10
02OCT2020,-0.461724942,11
02OCT2020,-0.420140992,12
02OCT2020,-0.382148126,13
02OCT2020,-0.34769542,14
02OCT2020,-0.316579765,15
02OCT2020,-0.288523795,16
02OCT2020,-0.26322443,17
02OCT2020,-0.240381442,18
02OCT2020,-0.219712973,19
02OCT2020,-0.200962849,20
02OCT2020,-0.183902942,21
02OCT2020,-0.16833272,22
02OCT2020,-0.154077314,23
02OCT2020,-0.140984932,24
02OCT2020,-0.128924094,25
02OCT2020,-0.117780962,26
02OCT2020,-0.107456884,27
02OCT2020,-0.09786622,28
02OCT2020,-0.088934444,29
02OCT2020,-0.080596523,30
05OCT2020,-0.657742956,1
05OCT2020,-0.705419536,2
05OCT2020,-0.733601066,3
05OCT2020,-0.735572665,4
05OCT2020,-0.715262146,5
05OCT2020,-0.679431252,6
05OCT2020,-0.634475863,7
05OCT2020,-0.585387566,8
05OCT2020,-0.535650125,9
05OCT2020,-0.487480872,10
05OCT2020,-0.442150627,11
05OCT2020,-0.40027491,12
05OCT2020,-0.362043481,13
05OCT2020,-0.327387117,14
05OCT2020,-0.296092037,15
05OCT2020,-0.267874701,16
05OCT2020,-0.242428411,17
05OCT2020,-0.219450728,18
05OCT2020,-0.19865833,19
05OCT2020,-0.179793965,20
05OCT2020,-0.162628632,21
05OCT2020,-0.14696103,22
05OCT2020,-0.132615591,23
05OCT2020,-0.119439874,24
05OCT2020,-0.107301801,25
05OCT2020,-0.096086978,26
05OCT2020,-0.085696245,27
05OCT2020,-0.076043499,28
05OCT2020,-0.067053794,29
05OCT2020,-0.058661719,30
06OCT2020,-0.662001446,1
06OCT2020,-0.71003884,2
06OCT2020,-0.737693155,3
06OCT2020,-0.739138496,4
06OCT2020,-0.718563137,5
06OCT2020,-0.682740135,6
06OCT2020,-0.637997409,7
06OCT2020,-0.589248969,8
06OCT2020,-0.539915362,9
06OCT2020,-0.492169665,10
06OCT2020,-0.447254925,11
06OCT2020,-0.405771094,12
06OCT2020,-0.36790058,13
06OCT2020,-0.333571938,14
06OCT2020,-0.302572119,15
06OCT2020,-0.274619853,16
06OCT2020,-0.249411369,17
06OCT2020,-0.226647292,18
06OCT2020,-0.206047237,19
06OCT2020,-0.187356622,20
06OCT2020,-0.170348805,21
06OCT2020,-0.15482454,22
06OCT2020,-0.14061002,23
06OCT2020,-0.127554317,24
06OCT2020,-0.115526641,25
06OCT2020,-0.104413703,26
06OCT2020,-0.094117287,27
06OCT2020,-0.084552104,28
06OCT2020,-0.07564391,29
06OCT2020,-0.067327901,30
07OCT2020,-0.658266449,1
07OCT2020,-0.701987541,2
07OCT2020,-0.725481306,3
07OCT2020,-0.7234911,4
07OCT2020,-0.700218669,5
07OCT2020,-0.662286543,6
07OCT2020,-0.615859293,7
07OCT2020,-0.565721553,8
07OCT2020,-0.515204114,9
07OCT2020,-0.466422218,10
07OCT2020,-0.420583164,11
07OCT2020,-0.378265088,12
07OCT2020,-0.339636757,13
07OCT2020,-0.304617609,14
07OCT2020,-0.27298785,15
07OCT2020,-0.244460668,16
07OCT2020,-0.218727367,17
07OCT2020,-0.195484025,18
07OCT2020,-0.174445991,19
07OCT2020,-0.155354694,20
07OCT2020,-0.13797979,21
07OCT2020,-0.122118631,22
07OCT2020,-0.107594319,23
07OCT2020,-0.094253135,24
07OCT2020,-0.081961793,25
07OCT2020,-0.070604775,26
07OCT2020,-0.060081893,27
07OCT2020,-0.050306105,28
07OCT2020,-0.041201622,29
07OCT2020,-0.03270227,30
08OCT2020,-0.668002547,1
08OCT2020,-0.710774252,2
08OCT2020,-0.735467047,3
08OCT2020,-0.735756887,4
08OCT2020,-0.715126652,5
08OCT2020,-0.679777278,6
08OCT2020,-0.635662502,7
08OCT2020,-0.587489014,8
08OCT2020,-0.538584952,9
08OCT2020,-0.491100153,10
08OCT2020,-0.446290722,11
08OCT2020,-0.404785074,12
08OCT2020,-0.366797528,13
08OCT2020,-0.332285951,14
08OCT2020,-0.301061557,15
08OCT2020,-0.272861804,16
08OCT2020,-0.247396602,17
08OCT2020,-0.224376086,18
08OCT2020,-0.203526126,19
08OCT2020,-0.184595982,20
08OCT2020,-0.167361135,21
08OCT2020,-0.151623268,22
08OCT2020,-0.137208729,23
08OCT2020,-0.12396624,24
08OCT2020,-0.111764378,25
08OCT2020,-0.10048906,26
08OCT2020,-0.090041219,27
08OCT2020,-0.080334704,28
08OCT2020,-0.071294443,29
08OCT2020,-0.062854849,30
09OCT2020,-0.67587323,1
09OCT2020,-0.730219751,2
09OCT2020,-0.758770358,3
09OCT2020,-0.759878104,4
09OCT2020,-0.739111611,5
09OCT2020,-0.703515752,6
09OCT2020,-0.659322922,7
09OCT2020,-0.611281882,8
09OCT2020,-0.562678901,9
09OCT2020,-0.515604012,10
09OCT2020,-0.471260606,11
09OCT2020,-0.430238251,12
09OCT2020,-0.392725746,13
09OCT2020,-0.358665914,14
09OCT2020,-0.327862315,15
09OCT2020,-0.30004958,16
09OCT2020,-0.274937734,17
09OCT2020,-0.25223866,18
09OCT2020,-0.231680775,19
09OCT2020,-0.213016169,20
09OCT2020,-0.196023132,21
09OCT2020,-0.180505987,22
09OCT2020,-0.166293472,23
09OCT2020,-0.15323644,24
09OCT2020,-0.141205332,25
09OCT2020,-0.130087698,26
09OCT2020,-0.119785886,27
09OCT2020,-0.110214975,28
09OCT2020,-0.101300963,29
09OCT2020,-0.092979196,30
12OCT2020,-0.679494007,1
12OCT2020,-0.73221347,2
12OCT2020,-0.761126742,3
12OCT2020,-0.763054561,4
12OCT2020,-0.742991657,5
12OCT2020,-0.707830302,6
12OCT2020,-0.663815942,7
12OCT2020,-0.615760877,8
12OCT2020,-0.567018112,9
12OCT2020,-0.519731566,10
12OCT2020,-0.475142941,11
12OCT2020,-0.433866728,12
12OCT2020,-0.396106647,13
12OCT2020,-0.361813575,14
12OCT2020,-0.330794708,15
12OCT2020,-0.302785638,16
12OCT2020,-0.277495843,17
12OCT2020,-0.254635895,18
12OCT2020,-0.233932585,19
12OCT2020,-0.215136319,20
12OCT2020,-0.198023787,21
12OCT2020,-0.182397856,22
12OCT2020,-0.168085972,23
12OCT2020,-0.154937863,24
12OCT2020,-0.142822997,25
12OCT2020,-0.131628085,26
12OCT2020,-0.121254752,27
12OCT2020,-0.111617459,28
12OCT2020,-0.102641666,29
12OCT2020,-0.094262253,30
13OCT2020,-0.69677478,1
13OCT2020,-0.743718258,2
13OCT2020,-0.770168097,3
13OCT2020,-0.77125435,4
13OCT2020,-0.751127009,5
13OCT2020,-0.716260084,6
13OCT2020,-0.672693589,7
13OCT2020,-0.625139657,8
13OCT2020,-0.576902887,9
13OCT2020,-0.530104203,10
13OCT2020,-0.485974879,11
13OCT2020,-0.445125279,12
13OCT2020,-0.407758234,13
13OCT2020,-0.373825431,14
13OCT2020,-0.343135771,15
13OCT2020,-0.315427007,16
13OCT2020,-0.290410962,17
13OCT2020,-0.267800591,18
13OCT2020,-0.247324993,19
13OCT2020,-0.228736762,20
13OCT2020,-0.211814606,21
13OCT2020,-0.196363235,22
13OCT2020,-0.18221176,23
13OCT2020,-0.169211395,24
13OCT2020,-0.157232934,25
13OCT2020,-0.146164258,26
13OCT2020,-0.135908032,27
13OCT2020,-0.126379627,28
13OCT2020,-0.117505312,29
13OCT2020,-0.109220678,30
14OCT2020,-0.703450217,1
14OCT2020,-0.751626704,2
14OCT2020,-0.781384551,3
14OCT2020,-0.785965022,4
14OCT2020,-0.768807339,5
14OCT2020,-0.736214534,6
14OCT2020,-0.694278307,7
14OCT2020,-0.647834789,8
14OCT2020,-0.600318856,9
14OCT2020,-0.553963043,10
14OCT2020,-0.510085481,11
14OCT2020,-0.469360381,12
14OCT2020,-0.432035706,13
14OCT2020,-0.398094115,14
14OCT2020,-0.367365243,15
14OCT2020,-0.339600405,16
14OCT2020,-0.314520094,17
14OCT2020,-0.291842652,18
14OCT2020,-0.271300416,19
14OCT2020,-0.252647823,20
14OCT2020,-0.235664552,21
14OCT2020,-0.220155735,22
14OCT2020,-0.205950581,23
14OCT2020,-0.192900215,24
14OCT2020,-0.180875236,25
14OCT2020,-0.16976329,26
14OCT2020,-0.159466785,27
14OCT2020,-0.149900842,28
14OCT2020,-0.14099149,29
14OCT2020,-0.1326741,30
15OCT2020,-0.721843819,1
15OCT2020,-0.773528045,2
15OCT2020,-0.804795106,3
15OCT2020,-0.810945872,4
15OCT2020,-0.79587319,5
15OCT2020,-0.765771469,6
15OCT2020,-0.726497385,7
15OCT2020,-0.682683226,8
15OCT2020,-0.637630128,9
15OCT2020,-0.593501353,10
15OCT2020,-0.551592283,11
15OCT2020,-0.512583292,12
15OCT2020,-0.476743954,13
15OCT2020,-0.444084973,14
15OCT2020,-0.414465037,15
15OCT2020,-0.387662607,16
15OCT2020,-0.363422098,17
15OCT2020,-0.341482198,18
15OCT2020,-0.321592164,19
15OCT2020,-0.30352031,20
15OCT2020,-0.28705761,21
15OCT2020,-0.272018367,22
15OCT2020,-0.258239241,23
15OCT2020,-0.245577429,24
15OCT2020,-0.23390851,25
15OCT2020,-0.223124235,26
15OCT2020,-0.213130431,27
15OCT2020,-0.203845081,28
15OCT2020,-0.195196637,29
15OCT2020,-0.187122531,30
16OCT2020,-0.727239458,1
16OCT2020,-0.780350886,2
16OCT2020,-0.815093823,3
16OCT2020,-0.823694066,4
16OCT2020,-0.809241653,5
16OCT2020,-0.7780624,6
16OCT2020,-0.736445446,7
16OCT2020,-0.689480487,8
16OCT2020,-0.640848596,9
16OCT2020,-0.592992422,10
16OCT2020,-0.547395478,11
16OCT2020,-0.504854389,12
16OCT2020,-0.465702898,13
16OCT2020,-0.429980407,14
16OCT2020,-0.397551472,15
16OCT2020,-0.368186642,16
16OCT2020,-0.341614805,17
16OCT2020,-0.31755554,18
16OCT2020,-0.295737933,19
16OCT2020,-0.275910555,20
16OCT2020,-0.257845884,21
16OCT2020,-0.241341351,22
16OCT2020,-0.226218496,23
16OCT2020,-0.212321113,24
16OCT2020,-0.199512984,25
16OCT2020,-0.187675518,26
16OCT2020,-0.176705492,27
16OCT2020,-0.166512976,28
16OCT2020,-0.157019492,29
16OCT2020,-0.148156402,30
19OCT2020,-0.734580937,1
19OCT2020,-0.782583964,2
19OCT2020,-0.814504145,3
19OCT2020,-0.820384495,4
19OCT2020,-0.803263138,5
19OCT2020,-0.7698646,6
19OCT2020,-0.726780571,7
19OCT2020,-0.679204973,8
19OCT2020,-0.630767831,9
19OCT2020,-0.58377482,10
19OCT2020,-0.53954263,11
19OCT2020,-0.498706454,12
19OCT2020,-0.461461785,13
19OCT2020,-0.427739047,14
19OCT2020,-0.397322436,15
19OCT2020,-0.369926868,16
19OCT2020,-0.345245384,17
19OCT2020,-0.322976644,18
19OCT2020,-0.302839559,19
19OCT2020,-0.284579906,20
19OCT2020,-0.267972182,21
19OCT2020,-0.252818793,22
19OCT2020,-0.238947879,23
19OCT2020,-0.226210582,24
19OCT2020,-0.214478188,25
19OCT2020,-0.203639412,26
19OCT2020,-0.193597927,27
19OCT2020,-0.184270187,28
19OCT2020,-0.175583543,29
